-1.6,-5.3,8.1
-2.7,-1.9,8.4
-3.8,-6.7,7.4
-6.2,5.0,5.9
-6.1,7.0,1.6
-7.4,4.1,5.1
-3.7,-5.0,7.6
0.1,-9.6,2.2
-2.2,-2.9,10.1
-5.3,5.7,6.0
-6.1,7.5,1.5
-6.4,6.5,3.5
-3.3,-5.0,8.3
0.0,-9.3,1.8
-2.2,-11.6,2.5
-3.0,-2.4,8.8
-5.2,5.3,6.3
-6.5,7.0,2.0
-6.8,5.4,5.0
-3.3,-4.2,8.4
0.1,-7.9,6.1
-3.7,-9.2,-1.0
-5.2,1.8,7.9
-6.7,4.4,5.4
-6.6,2.2,7.3
-1.4,-9.3,5.0
-1.4,-7.1,6.6
-1.6,-7.3,6.8
-4.8,4.1,7.2
