1.9,-6.8,6.8
2.4,-3.7,7.9
-4.0,-7.9,4.9
-2.1,-3.3,9.5
-1.1,-8.9,-0.6
-0.7,-10.3,-1.7
-1.4,-8.3,4.8
-2.1,-1.0,9.6
-2.3,-1.4,9.2
-1.8,-9.2,-4.7
-2.4,-1.4,9.6
-2.3,3.4,8.8
-2.4,-3.1,8.2
-2.4,-3.1,8.2
-1.5,-8.6,4.5
-0.5,-9.7,-1.0
-1.2,-9.5,-2.2
-0.8,-7.7,-6.2
-0.8,-7.7,-6.2
-2.6,2.5,10.1
-3.1,-3.6,8.2
-3.2,-3.5,8.3
-3.0,0.3,10.3
-2.2,-4.4,9.2
-1.8,-4.6,8.5
-1.3,-10.7,1.2
-1.8,-9.8,-0.6
-2.5,-10.3,-2.7
-1.9,-11.8,-3.3
-1.9,-6.1,6.8
-1.6,-8.4,4.0
